Name,Description,Range,Increment,Value,Read_only
PLND_OPTIONS,Precision Landing Extra Options,,,,
PRX_TYPE,What type of proximity sensor is connected,,,0|7|2|3|4|5|6|8|10|12|13|,
PRX_ORIENT,Proximity sensor orientation,,,0|1|,
PRX_YAW_CORR,Proximity sensor yaw correction,-180 180,,,
PRX_IGN_ANG1,Proximity sensor ignore angle 1,0 360,,,
PRX_IGN_WID1,Proximity sensor ignore width 1,0 127,,,
PRX_IGN_ANG2,Proximity sensor ignore angle 2,0 360,,,
PRX_IGN_WID2,Proximity sensor ignore width 2,0 127,,,
PRX_IGN_ANG3,Proximity sensor ignore angle 3,0 360,,,
PRX_IGN_WID3,Proximity sensor ignore width 3,0 127,,,
PRX_IGN_ANG4,Proximity sensor ignore angle 4,0 360,,,
PRX_IGN_WID4,Proximity sensor ignore width 4,0 127,,,
PRX_IGN_ANG5,Proximity sensor ignore angle 5,0 360,,,
PRX_IGN_WID5,Proximity sensor ignore width 5,0 127,,,
PRX_IGN_ANG6,Proximity sensor ignore angle 6,0 360,,,
PRX_IGN_WID6,Proximity sensor ignore width 6,0 127,,,
PRX_IGN_GND,Ignore proximity data that is within 1 meter of the ground below the vehicle. This requires a downward facing rangefinder,,,0|1|,
PRX_LOG_RAW,Set this parameter to one if logging unfiltered(raw) distances from sensor should be enabled,,,0|1|,
PRX_FILT,Cutoff frequency for low pass filter applied to each face in the proximity boundary,0 20,,,
PRX_MIN,Minimum expected range for Proximity Sensor. Setting this to 0 will set value to manufacturer reported range.,0 500,,,
PRX_MAX,Maximum expected range for Proximity Sensor. Setting this to 0 will set value to manufacturer reported range.,0 500,,,
PSC_ACC_XY_FILT,Lower values will slow the response of the navigation controller and reduce twitchiness,0.5 5,0.1,,
PSC_POSZ_P,Position (vertical) controller P gain.  Converts the difference between the desired altitude and actual altitude into a climb or descent rate which is passed to the throttle rate controller,1.000 3.000,,,
PSC_VELZ_P,Velocity (vertical) controller P gain.  Converts the difference between desired vertical speed and actual speed into a desired acceleration that is passed to the throttle acceleration controller,1.000 8.000,,,
PSC_VELZ_I,Velocity (vertical) controller I gain.  Corrects long-term difference in desired velocity to a target acceleration,0.02 1.00,0.01,,
PSC_VELZ_IMAX,Velocity (vertical) controller I gain maximum.  Constrains the target acceleration that the I gain will output,1.000 8.000,,,
PSC_VELZ_D,Velocity (vertical) controller D gain.  Corrects short-term changes in velocity,0.00 1.00,0.001,,
PSC_VELZ_FF,Velocity (vertical) controller Feed Forward gain.  Produces an output that is proportional to the magnitude of the target,0 1,0.01,,
PSC_VELZ_FLTE,Velocity (vertical) error filter.  This filter (in Hz) is applied to the input for P and I terms,0 100,,,
PSC_VELZ_FLTD,Velocity (vertical) input filter for D term.  This filter (in Hz) is applied to the input for D terms,0 100,,,
PSC_ACCZ_P,Acceleration (vertical) controller P gain.  Converts the difference between desired vertical acceleration and actual acceleration into a motor output,0.200 1.500,0.05,,
PSC_ACCZ_I,Acceleration (vertical) controller I gain.  Corrects long-term difference in desired vertical acceleration and actual acceleration,0.000 3.000,,,
PSC_ACCZ_IMAX,Acceleration (vertical) controller I gain maximum.  Constrains the maximum pwm that the I term will generate,0 1000,,,
PSC_ACCZ_D,Acceleration (vertical) controller D gain.  Compensates for short-term change in desired vertical acceleration vs actual acceleration,0.000 0.400,,,
PSC_ACCZ_FF,Acceleration (vertical) controller feed forward,0 0.5,0.001,,
PSC_ACCZ_FLTT,Acceleration (vertical) controller target frequency in Hz,1 50,1,,
PSC_ACCZ_FLTE,Acceleration (vertical) controller error frequency in Hz,1 100,1,,
PSC_ACCZ_FLTD,Acceleration (vertical) controller derivative frequency in Hz,1 100,1,,
PSC_ACCZ_SMAX,"Sets an upper limit on the slew rate produced by the combined P and D gains. If the amplitude of the control action produced by the rate feedback exceeds this value, then the D+P gain is reduced to respect the limit. This limits the amplitude of high frequency oscillations caused by an excessive gain. The limit should be set to no more than 25% of the actuators maximum slew rate to allow for load effects. Note: The gain will not be reduced to less than 10% of the nominal value. A value of zero will disable this feature.",0 200,0.5,,
PSC_POSXY_P,Position controller P gain.  Converts the distance (in the latitude direction) to the target location into a desired speed which is then passed to the loiter latitude rate controller,0.500 2.000,,,
PSC_VELXY_P,Velocity (horizontal) P gain.  Converts the difference between desired and actual velocity to a target acceleration,0.1 6.0,0.1,,
PSC_VELXY_I,Velocity (horizontal) I gain.  Corrects long-term difference between desired and actual velocity to a target acceleration,0.02 1.00,0.01,,
PSC_VELXY_D,Velocity (horizontal) D gain.  Corrects short-term changes in velocity,0.00 1.00,0.001,,
PSC_VELXY_IMAX,Velocity (horizontal) integrator maximum.  Constrains the target acceleration that the I gain will output,0 4500,10,,
PSC_VELXY_FLTE,Velocity (horizontal) input filter.  This filter (in Hz) is applied to the input for P and I terms,0 100,,,
PSC_VELXY_FLTD,Velocity (horizontal) input filter.  This filter (in Hz) is applied to the input for D term,0 100,,,
PSC_VELXY_FF,Velocity (horizontal) feed forward gain.  Converts the difference between desired velocity to a target acceleration,0 6,0.01,,
PSC_ANGLE_MAX,Maximum lean angle autopilot can request.  Set to zero to use ANGLE_MAX parameter value,0 45,1,,
PSC_JERK_XY,Jerk limit of the horizontal kinematic path generation used to determine how quickly the aircraft varies the acceleration target,1 20,1,,
PSC_JERK_Z,Jerk limit of the vertical kinematic path generation used to determine how quickly the aircraft varies the acceleration target,5 50,1,,
RALLY_TOTAL,Number of rally points currently loaded,,,,
RALLY_LIMIT_KM,Maximum distance to rally point. If the closest rally point is more than this number of kilometers from the current position and the home location is closer than any of the rally points from the current position then do RTL to home rather than to the closest rally point. This prevents a leftover rally point from a different airfield being used accidentally. If this is set to 0 then the closest rally point is always used.,,0.1,,
RALLY_INCL_HOME,Controls if Home is included as a Rally point (i.e. as a safe landing place) for RTL,,,0|1|,
RC_OVERRIDE_TIME,"Timeout after which RC overrides will no longer be used, and RC input will resume, 0 will disable RC overrides, -1 will never timeout, and continue using overrides until they are disabled",0.0 120.0,,,
RC_OPTIONS,RC input options,,,,
RC_PROTOCOLS,Bitmask of enabled RC protocols. Allows narrowing the protocol detection to only specific types of RC receivers which can avoid issues with incorrect detection. Set to 1 to enable all protocols.,,,,
RC10_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC10_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC10_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC10_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC10_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC10_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC11_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC11_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC11_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC11_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC11_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC11_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC12_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC12_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC12_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC12_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC12_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC12_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC13_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC13_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC13_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC13_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC13_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC13_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC14_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC14_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC14_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC14_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC14_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC14_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC15_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC15_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC15_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC15_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC15_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC15_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC16_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC16_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC16_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC16_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC16_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC16_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC1_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC1_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC1_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC1_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC1_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC1_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC2_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC2_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC2_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC2_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC2_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC2_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC3_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC3_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC3_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC3_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC3_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC3_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC4_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC4_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC4_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC4_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC4_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC4_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC5_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC5_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC5_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC5_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC5_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC5_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC6_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC6_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC6_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC6_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC6_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC6_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC7_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC7_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC7_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC7_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC7_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC7_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC8_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC8_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC8_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC8_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC8_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC8_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RC9_MIN,"RC minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC9_TRIM,"RC trim (neutral) PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC9_MAX,"RC maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
RC9_REVERSED,Reverse channel input. Set to 0 for normal operation. Set to 1 to reverse this input channel.,,,0|1|,
RC9_DZ,PWM dead zone in microseconds around trim or bottom,0 200,,,
RC9_OPTION,Function assigned to this RC channel,,,0|2|3|4|5|7|9|10|11|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|46|47|48|49|52|55|56|57|58|60|61|62|65|66|67|68|69|70|71|72|73|75|76|78|79|80|81|83|84|85|90|94|99|100|101|102|105|151|152|153|154|158|159|161|300|301|302|303|304|305|306|307|,
RCMAP_ROLL,"Roll channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Roll is normally on channel 1, but you can move it to any channel with this parameter.  Reboot is required for changes to take effect.",1 8,1,,
RCMAP_PITCH,"Pitch channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Pitch is normally on channel 2, but you can move it to any channel with this parameter.  Reboot is required for changes to take effect.",1 8,1,,
RCMAP_THROTTLE,"Throttle channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Throttle is normally on channel 3, but you can move it to any channel with this parameter. Warning APM 2.X: Changing the throttle channel could produce unexpected fail-safe results if connection between receiver and on-board PPM Encoder is lost. Disabling on-board PPM Encoder is recommended.  Reboot is required for changes to take effect.",1 8,1,,
RCMAP_YAW,"Yaw channel number. This is useful when you have a RC transmitter that can't change the channel order easily. Yaw (also known as rudder) is normally on channel 4, but you can move it to any channel with this parameter.  Reboot is required for changes to take effect.",1 8,1,,
RELAY_PIN,Digital pin number for first relay control. This is the pin used for camera control.,,,-1|49|50|51|52|53|54|55|57|113|116|27|101|102|103|104|105|106|107|108|,
RELAY_PIN2,Digital pin number for 2nd relay control.,,,-1|49|50|51|52|53|54|55|57|113|116|65|101|102|103|104|105|106|107|108|,
RELAY_PIN3,Digital pin number for 3rd relay control.,,,-1|49|50|51|52|53|54|55|57|113|116|22|101|102|103|104|105|106|107|108|,
RELAY_PIN4,Digital pin number for 4th relay control.,,,-1|49|50|51|52|53|54|55|57|113|116|63|101|102|103|104|105|106|107|108|,
RELAY_DEFAULT,The state of the relay on boot.,,,0|1|2|,
RELAY_PIN5,Digital pin number for 5th relay control.,,,-1|49|50|51|52|53|54|55|57|113|116|62|101|102|103|104|105|106|107|108|,
RELAY_PIN6,Digital pin number for 6th relay control.,,,-1|49|50|51|52|53|54|55|57|113|116|37|101|102|103|104|105|106|107|108|,
RNGFND1_TYPE,Type of connected rangefinder,,,0|1|2|3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|100|,
RNGFND1_PIN,"Analog or PWM input pin that rangefinder is connected to. Airspeed ports can be used for Analog input, AUXOUT can be used for PWM input. When using analog pin 103, the maximum value of the input in 3.3V.",,,-1|11|13|14|15|50|51|52|53|54|55|103|,
RNGFND1_SCALING,Scaling factor between rangefinder reading and distance. For the linear and inverted functions this is in meters per volt. For the hyperbolic function the units are meterVolts. For Maxbotix serial sonar this is unit conversion to meters.,,0.001,,
RNGFND1_OFFSET,Offset in volts for zero distance for analog rangefinders. Offset added to distance in centimeters for PWM lidars,,0.001,,
RNGFND1_FUNCTION,"Control over what function is used to calculate distance. For a linear function, the distance is (voltage-offset)*scaling. For a inverted function the distance is (offset-voltage)*scaling. For a hyperbolic function the distance is scaling/(voltage-offset). The functions return the distance in meters.",,,0|1|2|,
RNGFND1_MIN_CM,Minimum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND1_MAX_CM,Maximum distance in centimeters that rangefinder can reliably read,,1,,
RNGFND1_STOP_PIN,"Digital pin that enables/disables rangefinder measurement for the pwm rangefinder. A value of -1 means no pin. If this is set, then the pin is set to 1 to enable the rangefinder and set to 0 to disable it. This is used to enable powersaving when out of range.",,,-1|50|51|52|53|54|55|111|112|113|114|115|116|,
RNGFND1_RMETRIC,"This parameter sets whether an analog rangefinder is ratiometric. Most analog rangefinders are ratiometric, meaning that their output voltage is influenced by the supply voltage. Some analog rangefinders (such as the SF/02) have their own internal voltage regulators so they are not ratiometric.",,,0|1|,
RNGFND1_PWRRNG,This parameter sets the estimated terrain distance in meters above which the sensor will be put into a power saving mode (if available). A value of zero means power saving is not enabled,0 32767,,,
RNGFND1_GNDCLEAR,This parameter sets the expected range measurement(in cm) that the range finder should return when the vehicle is on the ground.,5 127,1,,
RNGFND1_ADDR,"This sets the bus address of the sensor, where applicable. Used for the I2C and DroneCAN sensors to allow for multiple sensors on different addresses.",0 127,1,,
RNGFND1_POS_X,X position of the rangefinder in body frame. Positive X is forward of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND1_POS_Y,Y position of the rangefinder in body frame. Positive Y is to the right of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND1_POS_Z,Z position of the rangefinder in body frame. Positive Z is down from the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFND1_ORIENT,Orientation of rangefinder,,,0|1|2|3|4|5|6|7|24|25|,
RNGFND1_WSP_MAVG,"Sets the number of historic range results to use for calculating the current range result. When MAVG is greater than 1, the current range result will be the current measured value averaged with the N-1 previous results",0 255,,,
RNGFND1_WSP_MEDF,Sets the window size for the real-time median filter. When MEDF is greater than 0 the median filter is active,0 255,,,
RNGFND1_WSP_FRQ,Sets the repetition frequency of the ranging operation in Hertz. Upon entering the desired frequency the system will calculate the nearest frequency that it can handle according to the resolution of internal timers.,0 10000,,,
RNGFND1_WSP_AVG,"Sets the number of pulses to be used in multi-pulse averaging mode. In this mode, a sequence of rapid fire ranges are taken and then averaged to improve the accuracy of the measurement",0 255,,,
RNGFND1_WSP_THR,Sets the system sensitivity. Larger values of THR represent higher sensitivity. The system may limit the maximum value of THR to prevent excessive false alarm rates based on settings made at the factory. Set to -1 for automatic threshold adjustments,-1 255,,,
RNGFND1_WSP_BAUD,Desired baud rate,,,0|1|,
RNGFND1_RECV_ID,The receive ID of the CAN frames. A value of zero means all IDs are accepted.,0 65535,,,
