Name,Description,Range,Increment,Value,Read_only
RNGFNDA_GNDCLEAR,This parameter sets the expected range measurement(in cm) that the range finder should return when the vehicle is on the ground.,5 127,1,,
RNGFNDA_ADDR,"This sets the bus address of the sensor, where applicable. Used for the I2C and DroneCAN sensors to allow for multiple sensors on different addresses.",0 127,1,,
RNGFNDA_POS_X,X position of the rangefinder in body frame. Positive X is forward of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFNDA_POS_Y,Y position of the rangefinder in body frame. Positive Y is to the right of the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFNDA_POS_Z,Z position of the rangefinder in body frame. Positive Z is down from the origin. Use the zero range datum point if supplied.,-5 5,0.01,,
RNGFNDA_ORIENT,Orientation of rangefinder,,,0|1|2|3|4|5|6|7|24|25|,
RNGFNDA_WSP_MAVG,"Sets the number of historic range results to use for calculating the current range result. When MAVG is greater than 1, the current range result will be the current measured value averaged with the N-1 previous results",0 255,,,
RNGFNDA_WSP_MEDF,Sets the window size for the real-time median filter. When MEDF is greater than 0 the median filter is active,0 255,,,
RNGFNDA_WSP_FRQ,Sets the repetition frequency of the ranging operation in Hertz. Upon entering the desired frequency the system will calculate the nearest frequency that it can handle according to the resolution of internal timers.,0 10000,,,
RNGFNDA_WSP_AVG,"Sets the number of pulses to be used in multi-pulse averaging mode. In this mode, a sequence of rapid fire ranges are taken and then averaged to improve the accuracy of the measurement",0 255,,,
RNGFNDA_WSP_THR,Sets the system sensitivity. Larger values of THR represent higher sensitivity. The system may limit the maximum value of THR to prevent excessive false alarm rates based on settings made at the factory. Set to -1 for automatic threshold adjustments,-1 255,,,
RNGFNDA_WSP_BAUD,Desired baud rate,,,0|1|,
RNGFNDA_RECV_ID,The receive ID of the CAN frames. A value of zero means all IDs are accepted.,0 65535,,,
RNGFNDA_SNR_MIN,Minimum signal strength (SNR) to accept distance,0 65535,,,
RPM1_TYPE,What type of RPM sensor is connected,,,0|1|2|3|4|5|,
RPM1_SCALING,Scaling factor between sensor reading and RPM.,,0.001,,
RPM1_MAX,Maximum RPM to report. Only used on type = PWM.,,1,,
RPM1_MIN,Minimum RPM to report. Only used on type = PWM.,,1,,
RPM1_MIN_QUAL,Minimum data quality to be used,,0.1,,
RPM1_PIN,Which pin to use. Only used on type = PWM.,,,-1|50|51|52|53|54|55|,
RPM1_ESC_MASK,Mask of channels which support ESC rpm telemetry. RPM telemetry of the selected channels will be averaged,,,,
RPM2_TYPE,What type of RPM sensor is connected,,,0|1|2|3|4|5|,
RPM2_SCALING,Scaling factor between sensor reading and RPM.,,0.001,,
RPM2_MAX,Maximum RPM to report. Only used on type = PWM.,,1,,
RPM2_MIN,Minimum RPM to report. Only used on type = PWM.,,1,,
RPM2_MIN_QUAL,Minimum data quality to be used,,0.1,,
RPM2_PIN,Which pin to use. Only used on type = PWM.,,,-1|50|51|52|53|54|55|,
RPM2_ESC_MASK,Mask of channels which support ESC rpm telemetry. RPM telemetry of the selected channels will be averaged,,,,
RSSI_TYPE,"Radio Receiver RSSI type. If your radio receiver supports RSSI of some kind, set it here, then set its associated RSSI_XXXXX parameters, if any.",,,0|1|2|3|4|5|,
RSSI_ANA_PIN,Pin used to read the RSSI voltage or PWM value,,,8|11|13|14|15|50|51|52|53|54|55|103|,
RSSI_PIN_LOW,"RSSI pin's voltage received on the RSSI_ANA_PIN when the signal strength is the weakest. Some radio receivers put out inverted values so this value may be higher than RSSI_PIN_HIGH. When using pin 103, the maximum value of the parameter is 3.3V.",0 5.0,0.01,,
RSSI_PIN_HIGH,"RSSI pin's voltage received on the RSSI_ANA_PIN when the signal strength is the strongest. Some radio receivers put out inverted values so this value may be lower than RSSI_PIN_LOW. When using pin 103, the maximum value of the parameter is 3.3V.",0 5.0,0.01,,
RSSI_CHANNEL,The channel number where RSSI will be output by the radio receiver (5 and above).,0 16,,,
RSSI_CHAN_LOW,PWM value that the radio receiver will put on the RSSI_CHANNEL or RSSI_ANA_PIN when the signal strength is the weakest. Some radio receivers output inverted values so this value may be lower than RSSI_CHAN_HIGH,0 2000,,,
RSSI_CHAN_HIGH,PWM value that the radio receiver will put on the RSSI_CHANNEL or RSSI_ANA_PIN when the signal strength is the strongest. Some radio receivers output inverted values so this value may be higher than RSSI_CHAN_LOW,0 2000,,,
SAIL_ENABLE,This enables Sailboat functionality,,,0|1|,
SAIL_ANGLE_MIN,"Mainsheet tight, angle between centerline and boom",0 90,1,,
SAIL_ANGLE_MAX,"Mainsheet loose, angle between centerline and boom. For direct-control rotating masts, the rotation angle at SERVOx_MAX/_MIN; for rotating masts, this value can exceed 90 degrees if the linkages can physically rotate the mast past that angle.",0 90,1,,
SAIL_ANGLE_IDEAL,Ideal angle between sail and apparent wind,0 90,1,,
SAIL_HEEL_MAX,When in auto sail trim modes the heel will be limited to this value using PID control,0 90,1,,
SAIL_NO_GO_ANGLE,The typical closest angle to the wind the vehicle will sail at. the vehicle will sail at this angle when going upwind,0 90,1,,
SAIL_WNDSPD_MIN,"Sailboat minimum wind speed to continue sail in, at lower wind speeds the sailboat will motor if one is fitted",0 5,0.1,,
SAIL_XTRACK_MAX,"The sail boat will tack when it reaches this cross track error, defines a corridor of 2 times this value wide, 0 disables",5 25,1,,
SAIL_LOIT_RADIUS,When in sailing modes the vehicle will keep moving within this loiter radius,0 20,1,,
SCHED_DEBUG,"Set to non-zero to enable scheduler debug messages. When set to show ""Slips"" the scheduler will display a message whenever a scheduled task is delayed due to too much CPU load. When set to ShowOverruns the scheduled will display a message whenever a task takes longer than the limit promised in the task table.",,,0|2|3|,
SCHED_LOOP_RATE,This controls the rate of the main control loop in Hz. This should only be changed by developers. This only takes effect on restart. Values over 400 are considered highly experimental.,,,50|100|200|250|300|400|,
SCHED_OPTIONS,This controls optional aspects of the scheduler.,,,,
SCR_ENABLE,Controls if scripting is enabled,,,0|1|,
SCR_VM_I_COUNT,The number virtual machine instructions that can be run before considering a script to have taken an excessive amount of time,1000 1000000,10000,,
SCR_HEAP_SIZE,Amount of memory available for scripting,1024 1048576,1024,,
SCR_DEBUG_OPTS,Debugging options,,,,
SCR_USER1,General purpose user variable input for scripts,,,,
SCR_USER2,General purpose user variable input for scripts,,,,
SCR_USER3,General purpose user variable input for scripts,,,,
SCR_USER4,General purpose user variable input for scripts,,,,
SCR_USER5,General purpose user variable input for scripts,,,,
SCR_USER6,General purpose user variable input for scripts,,,,
SCR_DIR_DISABLE,This will stop scripts being loaded from the given locations,,,,
SERIAL0_BAUD,The baud rate used on the USB console. Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL0_PROTOCOL,Control what protocol to use on the console. ,,,1|2|,
SERIAL1_PROTOCOL,Control what protocol to use on the Telem1 port. Note that the Frsky options require external converter hardware. See the wiki for details.,,,-1|1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|,
SERIAL1_BAUD,The baud rate used on the Telem1 port. Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL2_PROTOCOL,Control what protocol to use on the Telem2 port. Note that the Frsky options require external converter hardware. See the wiki for details.,,,-1|1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|,
SERIAL2_BAUD,The baud rate of the Telem2 port. Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL3_PROTOCOL,Control what protocol Serial 3 (GPS) should be used for. Note that the Frsky options require external converter hardware. See the wiki for details.,,,-1|1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|,
SERIAL3_BAUD,The baud rate used for the Serial 3 (GPS). Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL4_PROTOCOL,Control what protocol Serial4 port should be used for. Note that the Frsky options require external converter hardware. See the wiki for details.,,,-1|1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|,
SERIAL4_BAUD,The baud rate used for Serial4. Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL5_PROTOCOL,Control what protocol Serial5 port should be used for. Note that the Frsky options require external converter hardware. See the wiki for details.,,,-1|1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|,
SERIAL5_BAUD,The baud rate used for Serial5. Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL6_PROTOCOL,Control what protocol Serial6 port should be used for. Note that the Frsky options require external converter hardware. See the wiki for details.,,,-1|1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|,
SERIAL6_BAUD,The baud rate used for Serial6. Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL1_OPTIONS,"Control over UART options. The InvertRX option controls invert of the receive pin. The InvertTX option controls invert of the transmit pin. The HalfDuplex option controls half-duplex (onewire) mode, where both transmit and receive is done on the transmit wire. The Swap option allows the RX and TX pins to be swapped on STM32F7 based boards.",,,,
SERIAL2_OPTIONS,"Control over UART options. The InvertRX option controls invert of the receive pin. The InvertTX option controls invert of the transmit pin. The HalfDuplex option controls half-duplex (onewire) mode, where both transmit and receive is done on the transmit wire.",,,,
SERIAL3_OPTIONS,"Control over UART options. The InvertRX option controls invert of the receive pin. The InvertTX option controls invert of the transmit pin. The HalfDuplex option controls half-duplex (onewire) mode, where both transmit and receive is done on the transmit wire.",,,,
SERIAL4_OPTIONS,"Control over UART options. The InvertRX option controls invert of the receive pin. The InvertTX option controls invert of the transmit pin. The HalfDuplex option controls half-duplex (onewire) mode, where both transmit and receive is done on the transmit wire.",,,,
SERIAL5_OPTIONS,"Control over UART options. The InvertRX option controls invert of the receive pin. The InvertTX option controls invert of the transmit pin. The HalfDuplex option controls half-duplex (onewire) mode, where both transmit and receive is done on the transmit wire.",,,,
SERIAL6_OPTIONS,"Control over UART options. The InvertRX option controls invert of the receive pin. The InvertTX option controls invert of the transmit pin. The HalfDuplex option controls half-duplex (onewire) mode, where both transmit and receive is done on the transmit wire.",,,,
SERIAL_PASS1,This sets one side of pass-through between two serial ports. Once both sides are set then all data received on either port will be passed to the other port,,,-1|0|1|2|3|4|5|6|,
SERIAL_PASS2,This sets one side of pass-through between two serial ports. Once both sides are set then all data received on either port will be passed to the other port,,,-1|0|1|2|3|4|5|6|,
SERIAL_PASSTIMO,This sets a timeout for serial pass-through in seconds. When the pass-through is enabled by setting the SERIAL_PASS1 and SERIAL_PASS2 parameters then it remains in effect until no data comes from the first port for SERIAL_PASSTIMO seconds. This allows the port to revent to its normal usage (such as MAVLink connection to a GCS) when it is no longer needed. A value of 0 means no timeout.,0 120,,,
SERIAL7_PROTOCOL,Control what protocol Serial7 port should be used for. Note that the Frsky options require external converter hardware. See the wiki for details.,,,-1|1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|,
SERIAL7_BAUD,The baud rate used for Serial7. Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL7_OPTIONS,"Control over UART options. The InvertRX option controls invert of the receive pin. The InvertTX option controls invert of the transmit pin. The HalfDuplex option controls half-duplex (onewire) mode, where both transmit and receive is done on the transmit wire.",,,,
SERIAL8_PROTOCOL,Control what protocol Serial8 port should be used for. Note that the Frsky options require external converter hardware. See the wiki for details.,,,-1|1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|,
SERIAL8_BAUD,The baud rate used for Serial8. Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL8_OPTIONS,"Control over UART options. The InvertRX option controls invert of the receive pin. The InvertTX option controls invert of the transmit pin. The HalfDuplex option controls half-duplex (onewire) mode, where both transmit and receive is done on the transmit wire.",,,,
SERIAL9_PROTOCOL,Control what protocol Serial9 port should be used for. Note that the Frsky options require external converter hardware. See the wiki for details.,,,-1|1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|,
SERIAL9_BAUD,The baud rate used for Serial8. Most stm32-based boards can support rates of up to 1500. If you setup a rate you cannot support and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.,,,1|2|4|9|19|38|57|111|115|230|256|460|500|921|1500|,
SERIAL9_OPTIONS,"Control over UART options. The InvertRX option controls invert of the receive pin. The InvertTX option controls invert of the transmit pin. The HalfDuplex option controls half-duplex (onewire) mode, where both transmit and receive is done on the transmit wire.",,,,
SERVO_RATE,This sets the default output rate in Hz for all outputs.,25 400,,,
SERVO_DSHOT_RATE,This sets the DShot output rate for all outputs as a multiple of the loop rate. 0 sets the output rate to be fixed at 1Khz for low loop rates. This value should never be set below 500Hz.,,,0|1|2|3|4|,
SERVO_DSHOT_ESC,This sets the DShot ESC type for all outputs. The ESC type affects the range of DShot commands available. None means that no dshot commands will be executed.,,,0|1|,
SERVO_GPIO_MASK,This sets a bitmask of outputs which will be available as GPIOs. Any auxillary output with either the function set to -1 or with the corresponding bit set in this mask will be available for use as a GPIO pin,,,,
SERVO10_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO10_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO10_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO10_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO10_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO11_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO11_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO11_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO11_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO11_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO12_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO12_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO12_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO12_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO12_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO13_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO13_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO13_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO13_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO13_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO14_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO14_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO14_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO14_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO14_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO15_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO15_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO15_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO15_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO15_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO16_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO16_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO16_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO16_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO16_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO1_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO1_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO1_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO1_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO1_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO2_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO2_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO2_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO2_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO2_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO3_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO3_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO3_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO3_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO3_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO4_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO4_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO4_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO4_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO4_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO5_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO5_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO5_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO5_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO5_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
SERVO6_MIN,"minimum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",500 2200,1,,
SERVO6_MAX,"maximum PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO6_TRIM,"Trim PWM pulse width in microseconds. Typically 1000 is lower limit, 1500 is neutral and 2000 is upper limit.",800 2200,1,,
SERVO6_REVERSED,Reverse servo operation. Set to 0 for normal operation. Set to 1 to reverse this output channel.,,,0|1|,
SERVO6_FUNCTION,Function assigned to this servo. Setting this to Disabled(0) will setup this output for control by auto missions or MAVLink servo set commands. any other value will enable the corresponding function,,,-1|0|1|6|7|8|9|10|12|13|14|15|22|23|26|28|33|34|35|36|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|70|73|74|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|120|121|122|123|128|129|130|131|132|133|134|135|136|137|138|139|,
