Name,Description,Range,Default
SDLOG_EXCH_KEY,"If the logfile is encrypted using a symmetric key algorithm, the used encryption key is generated at logging start and stored on the sdcard RSA2048 encrypted using this key.",0 255,1
SDLOG_KEY,"Selects the key in keystore, used for encrypting the log. When using a symmetric encryption algorithm, the key is generated at logging start and kept stored in this index. For symmetric algorithms, the key is volatile and valid only for the duration of logging. The key is stored in encrypted format on the sdcard alongside the logfile, using an RSA2048 key defined by the SDLOG_EXCHANGE_KEY",0 255,2
SDLOG_MISSION,"If enabled, a small additional ""mission"" log file will be written to the SD card. The log contains just those messages that are useful for tasks like generating flight statistics and geotagging. The different modes can be used to further reduce the logged data (and thus the log file size). For example, choose geotagging mode to only log data required for geotagging. Note that the normal/full log is still created, and contains all the data in the mission log (and more).",,0
SDLOG_MODE,"Determines when to start and stop logging. By default, logging is started when arming the system, and stopped when disarming.",,0
SDLOG_PROFILE,"This integer bitmask controls the set and rates of logged topics. The default allows for general log analysis while keeping the log file size reasonably small. Enabling multiple sets leads to higher bandwidth requirements and larger log files. Set bits true to enable: 0 : Default set (used for general log analysis) 1 : Full rate estimator (EKF2) replay topics 2 : Topics for thermal calibration (high rate raw IMU and Baro sensor data) 3 : Topics for system identification (high rate actuator control and IMU data) 4 : Full rates for analysis of fast maneuvers (RC, attitude, rates and actuators) 5 : Debugging topics (debug_*.msg topics, for custom code) 6 : Topics for sensor comparison (low rate raw IMU, Baro and Magnetomer data) 7 : Topics for computer vision and collision avoidance 8 : Raw FIFO high-rate IMU (Gyro) 9 : Raw FIFO high-rate IMU (Accel) 10: Logging of mavlink tunnel message (useful for payload communication debugging)",0 2047,1
SDLOG_UTC_OFFSET,"the difference in hours and minutes from Coordinated Universal Time (UTC) for a your place and date. for example, In case of South Korea(UTC+09:00), UTC offset is 540 min (9*60) refer to https://en.wikipedia.org/wiki/List_of_UTC_time_offsets",-1000 1000,0
SDLOG_UUID,"If set to 1, add an ID to the log, which uniquely identifies the vehicle",,1
SIM_BAT_DRAIN,Simulator Battery drain interval,1 86400,60
SIM_BAT_MIN_PCT,Can be used to alter the battery level during SITL- or HITL-simulation on the fly. Particularly useful for testing different low-battery behaviour.,0 100,50.0
CAL_ACC0_ID,Device ID of the accelerometer this calibration applies to.,,0
CAL_ACC0_PRIO,Accelerometer 0 priority,,-1
CAL_ACC0_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_ACC0_XOFF,Accelerometer 0 X-axis offset,,0.0
CAL_ACC0_XSCALE,Accelerometer 0 X-axis scaling factor,0.1 3.0,1.0
CAL_ACC0_YOFF,Accelerometer 0 Y-axis offset,,0.0
CAL_ACC0_YSCALE,Accelerometer 0 Y-axis scaling factor,0.1 3.0,1.0
CAL_ACC0_ZOFF,Accelerometer 0 Z-axis offset,,0.0
CAL_ACC0_ZSCALE,Accelerometer 0 Z-axis scaling factor,0.1 3.0,1.0
CAL_ACC1_ID,Device ID of the accelerometer this calibration applies to.,,0
CAL_ACC1_PRIO,Accelerometer 1 priority,,-1
CAL_ACC1_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_ACC1_XOFF,Accelerometer 1 X-axis offset,,0.0
CAL_ACC1_XSCALE,Accelerometer 1 X-axis scaling factor,0.1 3.0,1.0
CAL_ACC1_YOFF,Accelerometer 1 Y-axis offset,,0.0
CAL_ACC1_YSCALE,Accelerometer 1 Y-axis scaling factor,0.1 3.0,1.0
CAL_ACC1_ZOFF,Accelerometer 1 Z-axis offset,,0.0
CAL_ACC1_ZSCALE,Accelerometer 1 Z-axis scaling factor,0.1 3.0,1.0
CAL_ACC2_ID,Device ID of the accelerometer this calibration applies to.,,0
CAL_ACC2_PRIO,Accelerometer 2 priority,,-1
CAL_ACC2_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_ACC2_XOFF,Accelerometer 2 X-axis offset,,0.0
CAL_ACC2_XSCALE,Accelerometer 2 X-axis scaling factor,0.1 3.0,1.0
CAL_ACC2_YOFF,Accelerometer 2 Y-axis offset,,0.0
CAL_ACC2_YSCALE,Accelerometer 2 Y-axis scaling factor,0.1 3.0,1.0
CAL_ACC2_ZOFF,Accelerometer 2 Z-axis offset,,0.0
CAL_ACC2_ZSCALE,Accelerometer 2 Z-axis scaling factor,0.1 3.0,1.0
CAL_ACC3_ID,Device ID of the accelerometer this calibration applies to.,,0
CAL_ACC3_PRIO,Accelerometer 3 priority,,-1
CAL_ACC3_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_ACC3_XOFF,Accelerometer 3 X-axis offset,,0.0
CAL_ACC3_XSCALE,Accelerometer 3 X-axis scaling factor,0.1 3.0,1.0
CAL_ACC3_YOFF,Accelerometer 3 Y-axis offset,,0.0
CAL_ACC3_YSCALE,Accelerometer 3 Y-axis scaling factor,0.1 3.0,1.0
CAL_ACC3_ZOFF,Accelerometer 3 Z-axis offset,,0.0
CAL_ACC3_ZSCALE,Accelerometer 3 Z-axis scaling factor,0.1 3.0,1.0
CAL_BARO0_ID,Device ID of the barometer this calibration applies to.,,0
CAL_BARO0_OFF,Barometer 0 offset,,0.0
CAL_BARO0_PRIO,Barometer 0 priority,,-1
CAL_BARO1_ID,Device ID of the barometer this calibration applies to.,,0
CAL_BARO1_OFF,Barometer 1 offset,,0.0
CAL_BARO1_PRIO,Barometer 1 priority,,-1
CAL_BARO2_ID,Device ID of the barometer this calibration applies to.,,0
CAL_BARO2_OFF,Barometer 2 offset,,0.0
CAL_BARO2_PRIO,Barometer 2 priority,,-1
CAL_BARO3_ID,Device ID of the barometer this calibration applies to.,,0
CAL_BARO3_OFF,Barometer 3 offset,,0.0
CAL_BARO3_PRIO,Barometer 3 priority,,-1
CAL_GYRO0_ID,Device ID of the gyroscope this calibration applies to.,,0
CAL_GYRO0_PRIO,Gyroscope 0 priority,,-1
CAL_GYRO0_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_GYRO0_XOFF,Gyroscope 0 X-axis offset,,0.0
CAL_GYRO0_YOFF,Gyroscope 0 Y-axis offset,,0.0
CAL_GYRO0_ZOFF,Gyroscope 0 Z-axis offset,,0.0
CAL_GYRO1_ID,Device ID of the gyroscope this calibration applies to.,,0
CAL_GYRO1_PRIO,Gyroscope 1 priority,,-1
CAL_GYRO1_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_GYRO1_XOFF,Gyroscope 1 X-axis offset,,0.0
CAL_GYRO1_YOFF,Gyroscope 1 Y-axis offset,,0.0
CAL_GYRO1_ZOFF,Gyroscope 1 Z-axis offset,,0.0
CAL_GYRO2_ID,Device ID of the gyroscope this calibration applies to.,,0
CAL_GYRO2_PRIO,Gyroscope 2 priority,,-1
CAL_GYRO2_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_GYRO2_XOFF,Gyroscope 2 X-axis offset,,0.0
CAL_GYRO2_YOFF,Gyroscope 2 Y-axis offset,,0.0
CAL_GYRO2_ZOFF,Gyroscope 2 Z-axis offset,,0.0
CAL_GYRO3_ID,Device ID of the gyroscope this calibration applies to.,,0
CAL_GYRO3_PRIO,Gyroscope 3 priority,,-1
CAL_GYRO3_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_GYRO3_XOFF,Gyroscope 3 X-axis offset,,0.0
CAL_GYRO3_YOFF,Gyroscope 3 Y-axis offset,,0.0
CAL_GYRO3_ZOFF,Gyroscope 3 Z-axis offset,,0.0
CAL_MAG0_ID,Device ID of the magnetometer this calibration applies to.,,0
CAL_MAG0_PRIO,Magnetometer 0 priority,,-1
CAL_MAG0_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_MAG0_XCOMP,Coefficient describing linear relationship between X component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG0_XODIAG,Magnetometer 0 X-axis off diagonal scale factor,,0.0
CAL_MAG0_XOFF,Magnetometer 0 X-axis offset,,0.0
CAL_MAG0_XSCALE,Magnetometer 0 X-axis scaling factor,0.1 3.0,1.0
CAL_MAG0_YCOMP,Coefficient describing linear relationship between Y component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG0_YODIAG,Magnetometer 0 Y-axis off diagonal scale factor,,0.0
CAL_MAG0_YOFF,Magnetometer 0 Y-axis offset,,0.0
CAL_MAG0_YSCALE,Magnetometer 0 Y-axis scaling factor,0.1 3.0,1.0
CAL_MAG0_ZCOMP,Coefficient describing linear relationship between Z component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG0_ZODIAG,Magnetometer 0 Z-axis off diagonal scale factor,,0.0
CAL_MAG0_ZOFF,Magnetometer 0 Z-axis offset,,0.0
CAL_MAG0_ZSCALE,Magnetometer 0 Z-axis scaling factor,0.1 3.0,1.0
CAL_MAG1_ID,Device ID of the magnetometer this calibration applies to.,,0
CAL_MAG1_PRIO,Magnetometer 1 priority,,-1
CAL_MAG1_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_MAG1_XCOMP,Coefficient describing linear relationship between X component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG1_XODIAG,Magnetometer 1 X-axis off diagonal scale factor,,0.0
CAL_MAG1_XOFF,Magnetometer 1 X-axis offset,,0.0
CAL_MAG1_XSCALE,Magnetometer 1 X-axis scaling factor,0.1 3.0,1.0
CAL_MAG1_YCOMP,Coefficient describing linear relationship between Y component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG1_YODIAG,Magnetometer 1 Y-axis off diagonal scale factor,,0.0
CAL_MAG1_YOFF,Magnetometer 1 Y-axis offset,,0.0
CAL_MAG1_YSCALE,Magnetometer 1 Y-axis scaling factor,0.1 3.0,1.0
CAL_MAG1_ZCOMP,Coefficient describing linear relationship between Z component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG1_ZODIAG,Magnetometer 1 Z-axis off diagonal scale factor,,0.0
CAL_MAG1_ZOFF,Magnetometer 1 Z-axis offset,,0.0
CAL_MAG1_ZSCALE,Magnetometer 1 Z-axis scaling factor,0.1 3.0,1.0
CAL_MAG2_ID,Device ID of the magnetometer this calibration applies to.,,0
CAL_MAG2_PRIO,Magnetometer 2 priority,,-1
CAL_MAG2_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_MAG2_XCOMP,Coefficient describing linear relationship between X component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG2_XODIAG,Magnetometer 2 X-axis off diagonal scale factor,,0.0
CAL_MAG2_XOFF,Magnetometer 2 X-axis offset,,0.0
CAL_MAG2_XSCALE,Magnetometer 2 X-axis scaling factor,0.1 3.0,1.0
CAL_MAG2_YCOMP,Coefficient describing linear relationship between Y component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG2_YODIAG,Magnetometer 2 Y-axis off diagonal scale factor,,0.0
CAL_MAG2_YOFF,Magnetometer 2 Y-axis offset,,0.0
CAL_MAG2_YSCALE,Magnetometer 2 Y-axis scaling factor,0.1 3.0,1.0
CAL_MAG2_ZCOMP,Coefficient describing linear relationship between Z component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG2_ZODIAG,Magnetometer 2 Z-axis off diagonal scale factor,,0.0
CAL_MAG2_ZOFF,Magnetometer 2 Z-axis offset,,0.0
CAL_MAG2_ZSCALE,Magnetometer 2 Z-axis scaling factor,0.1 3.0,1.0
CAL_MAG3_ID,Device ID of the magnetometer this calibration applies to.,,0
CAL_MAG3_PRIO,Magnetometer 3 priority,,-1
CAL_MAG3_ROT,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",-1 40,-1
CAL_MAG3_XCOMP,Coefficient describing linear relationship between X component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG3_XODIAG,Magnetometer 3 X-axis off diagonal scale factor,,0.0
CAL_MAG3_XOFF,Magnetometer 3 X-axis offset,,0.0
CAL_MAG3_XSCALE,Magnetometer 3 X-axis scaling factor,0.1 3.0,1.0
CAL_MAG3_YCOMP,Coefficient describing linear relationship between Y component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG3_YODIAG,Magnetometer 3 Y-axis off diagonal scale factor,,0.0
CAL_MAG3_YOFF,Magnetometer 3 Y-axis offset,,0.0
CAL_MAG3_YSCALE,Magnetometer 3 Y-axis scaling factor,0.1 3.0,1.0
CAL_MAG3_ZCOMP,Coefficient describing linear relationship between Z component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA],,0.0
CAL_MAG3_ZODIAG,Magnetometer 3 Z-axis off diagonal scale factor,,0.0
CAL_MAG3_ZOFF,Magnetometer 3 Z-axis offset,,0.0
CAL_MAG3_ZSCALE,Magnetometer 3 Z-axis scaling factor,0.1 3.0,1.0
CAL_MAG_COMP_TYP,Type of magnetometer compensation,,0
SENS_DPRES_ANSC,"Pick the appropriate scaling from the datasheet. this number defines the (linear) conversion from voltage to Pascal (pa). For the MPXV7002DP this is 1000. NOTE: If the sensor always registers zero, try switching the static and dynamic tubes.",,0
SENS_DPRES_OFF,The offset (zero-reading) in Pascal,,0.0
SENS_FLOW_MAXHGT,"This parameter defines the maximum distance from ground at which the optical flow sensor operates reliably. The height setpoint will be limited to be no greater than this value when the navigation system is completely reliant on optical flow data and the height above ground estimate is valid. The sensor may be usable above this height, but accuracy will progressively degrade.",1.0 25.0,3.0
SENS_FLOW_MAXR,Optical flow data will not fused by the estimators if the magnitude of the flow rate exceeds this value and control loops will be instructed to limit ground speed such that the flow rate produced by movement over ground is less than 50% of this value.,min:1.0,2.5
SENS_FLOW_MINHGT,"This parameter defines the minimum distance from ground at which the optical flow sensor operates reliably. The sensor may be usable below this height, but accuracy will progressively reduce to loss of focus.",0.0 1.0,0.7
CAL_AIR_CMODEL,"Model with Pitot CAL_AIR_TUBED_MM: Not used, 1.5 mm tubes assumed. CAL_AIR_TUBELEN: Length of the tubes connecting the pitot to the sensor. Model without Pitot (1.5 mm tubes) CAL_AIR_TUBED_MM: Not used, 1.5 mm tubes assumed. CAL_AIR_TUBELEN: Length of the tubes connecting the pitot to the sensor. Tube Pressure Drop CAL_AIR_TUBED_MM: Diameter in mm of the pitot and tubes, must have the same diameter. CAL_AIR_TUBELEN: Length of the tubes connecting the pitot to the sensor and the static + dynamic port length of the pitot.",,0
CAL_AIR_TUBED_MM,Airspeed sensor tube diameter. Only used for the Tube Pressure Drop Compensation,1.5 100,1.5
CAL_AIR_TUBELEN,See the CAL_AIR_CMODEL explanation on how this parameter should be set.,0.01 2.00,0.2
CAL_MAG_ROT_AUTO,During calibration attempt to automatically determine the rotation of external magnetometers.,,1
CAL_MAG_SIDES,"If set to two side calibration, only the offsets are estimated, the scale calibration is left unchanged. Thus an initial six side calibration is recommended. Bits: ORIENTATION_TAIL_DOWN = 1 ORIENTATION_NOSE_DOWN = 2 ORIENTATION_LEFT = 4 ORIENTATION_RIGHT = 8 ORIENTATION_UPSIDE_DOWN = 16 ORIENTATION_RIGHTSIDE_UP = 32",34 63,63
IMU_ACCEL_CUTOFF,"The cutoff frequency for the 2nd order butterworth filter on the primary accelerometer. This only affects the signal sent to the controllers, not the estimators. 0 disables the filter.",0 1000,30.0
IMU_DGYRO_CUTOFF,"The cutoff frequency for the 2nd order butterworth filter used on the time derivative of the measured angular velocity, also known as the D-term filter in the rate controller. The D-term uses the derivative of the rate and thus is the most susceptible to noise. Therefore, using a D-term filter allows to increase IMU_GYRO_CUTOFF, which leads to reduced control latency and permits to increase the P gains. A value of 0 disables the filter.",0 1000,30.0
IMU_GYRO_CAL_EN,IMU gyro auto calibration enable,,1
IMU_GYRO_CUTOFF,"The cutoff frequency for the 2nd order butterworth filter on the primary gyro. This only affects the angular velocity sent to the controllers, not the estimators. It applies also to the angular acceleration (D-Term filter), see IMU_DGYRO_CUTOFF. A value of 0 disables the filter.",0 1000,40.0
IMU_GYRO_DNF_BW,Bandwidth per notch filter when using dynamic notch filtering with ESC RPM.,5 30,15.
IMU_GYRO_DNF_EN,Enable bank of dynamically updating notch filters. Requires ESC RPM feedback or onboard FFT (IMU_GYRO_FFT_EN).,0 3,0
IMU_GYRO_DNF_HMC,ESC RPM number of harmonics (multiples of RPM) for ESC RPM dynamic notch filtering.,1 7,3
IMU_GYRO_FFT_EN,IMU gyro FFT enable,,0
IMU_GYRO_FFT_LEN,IMU gyro FFT length,,512
IMU_GYRO_FFT_MAX,IMU gyro FFT maximum frequency,1 1000,150.
IMU_GYRO_FFT_MIN,IMU gyro FFT minimum frequency,1 1000,30.
IMU_GYRO_FFT_SNR,IMU gyro FFT SNR,1 30,10.
IMU_GYRO_NF0_BW,"The frequency width of the stop band for the 2nd order notch filter on the primary gyro. See ""IMU_GYRO_NF0_FRQ"" to activate the filter and to set the notch frequency. Applies to both angular velocity and angular acceleration sent to the controllers.",0 100,20.0
IMU_GYRO_NF0_FRQ,"The center frequency for the 2nd order notch filter on the primary gyro. This filter can be enabled to avoid feedback amplification of structural resonances at a specific frequency. This only affects the signal sent to the controllers, not the estimators. Applies to both angular velocity and angular acceleration sent to the controllers. See ""IMU_GYRO_NF0_BW"" to set the bandwidth of the filter. A value of 0 disables the filter.",0 1000,0.0
IMU_GYRO_NF1_BW,"The frequency width of the stop band for the 2nd order notch filter on the primary gyro. See ""IMU_GYRO_NF1_FRQ"" to activate the filter and to set the notch frequency. Applies to both angular velocity and angular acceleration sent to the controllers.",0 100,20.0
IMU_GYRO_NF1_FRQ,"The center frequency for the 2nd order notch filter on the primary gyro. This filter can be enabled to avoid feedback amplification of structural resonances at a specific frequency. This only affects the signal sent to the controllers, not the estimators. Applies to both angular velocity and angular acceleration sent to the controllers. See ""IMU_GYRO_NF1_BW"" to set the bandwidth of the filter. A value of 0 disables the filter.",0 1000,0.0
IMU_GYRO_RATEMAX,The maximum rate the gyro control data (vehicle_angular_velocity) will be allowed to publish at. This is the loop rate for the rate controller and outputs. Note: sensor data is always read and filtered at the full raw rate (eg commonly 8 kHz) regardless of this setting.,100 2000,400
IMU_INTEG_RATE,The rate at which raw IMU data is integrated to produce delta angles and delta velocities. Recommended to set this to a multiple of the estimator update period (currently 10 ms for ekf2).,100 1000,200
SENS_BARO_QNH,QNH for barometer,500 1500,1013.25
SENS_BARO_RATE,"Barometric air data maximum publication rate. This is an upper bound, actual barometric data rate is still dependant on the sensor.",1 200,20.0
SENS_BOARD_ROT,This parameter defines the rotation of the FMU board relative to the platform.,-1 40,0
SENS_BOARD_X_OFF,This parameter defines a rotational offset in degrees around the X (Roll) axis It allows the user to fine tune the board offset in the event of misalignment.,,0.0
SENS_BOARD_Y_OFF,This parameter defines a rotational offset in degrees around the Y (Pitch) axis. It allows the user to fine tune the board offset in the event of misalignment.,,0.0
SENS_BOARD_Z_OFF,This parameter defines a rotational offset in degrees around the Z (Yaw) axis. It allows the user to fine tune the board offset in the event of misalignment.,,0.0
SENS_EN_THERMAL,Thermal control of sensor temperature,,-1
SENS_EXT_I2C_PRB,Probe for optional external I2C devices.,,1
SENS_FLOW_ROT,This parameter defines the yaw rotation of the PX4FLOW board relative to the vehicle body frame. Zero rotation is defined as X on flow board pointing towards front of vehicle. The recommneded installation default for the PX4FLOW board is with the Y axis forward (270 deg yaw).,,6
SENS_GPS_MASK,Set bits in the following positions to set which GPS accuracy metrics will be used to calculate the blending weight. Set to zero to disable and always used first GPS instance. 0 : Set to true to use speed accuracy 1 : Set to true to use horizontal position accuracy 2 : Set to true to use vertical position accuracy,0 7,0
SENS_GPS_PRIME,"When no blending is active, this defines the preferred GPS receiver instance. The GPS selection logic waits until the primary receiver is available to send data to the EKF even if a secondary instance is already available. The secondary instance is then only used if the primary one times out. To have an equal priority of all the instances, set this parameter to -1 and the best receiver will be used. This parameter has no effect if blending is active.",-1 1,0
SENS_GPS_TAU,Sets the longest time constant that will be applied to the calculation of GPS position and height offsets used to correct data from multiple GPS data for steady state position differences.,1.0 100.0,10.0
SENS_IMU_AUTOCAL,Automatically initialize IMU (accel/gyro) calibration from bias estimates if available.,,1
SENS_IMU_MODE,Sensors hub IMU mode,,1
SENS_INT_BARO_EN,"For systems with an external barometer, this should be set to false to make sure that the external is used.",,1
SENS_MAG_AUTOCAL,Automatically initialize magnetometer calibration from bias estimate if available.,,0
SENS_MAG_MODE,Sensors hub mag mode,,1
SENS_MAG_RATE,"Magnetometer data maximum publication rate. This is an upper bound, actual magnetometer data rate is still dependant on the sensor.",1 200,15.0
SIM_BARO_OFF_P,simulated barometer pressure offset,,0.0
SIM_BARO_OFF_T,simulated barometer temperature offset,,0.0
SIM_GPS_USED,simulated GPS number of satellites used,0 50,10
SIM_MAG_OFFSET_X,simulated magnetometer X offset,,0.0
SIM_MAG_OFFSET_Y,simulated magnetometer Y offset,,0.0
SIM_MAG_OFFSET_Z,simulated magnetometer Z offset,,0.0
SYS_AUTOCONFIG,Set to 1 to reset parameters on next system startup (setting defaults). Platform-specific values are used if available. RC* parameters are preserved.,,0
SYS_AUTOSTART,CHANGING THIS VALUE REQUIRES A RESTART. Defines the auto-start script used to bootstrap the system.,0 9999999,0
SYS_BL_UPDATE,"If enabled, update the bootloader on the next boot. WARNING: do not cut the power during an update process, otherwise you will have to recover using some alternative method (e.g. JTAG). Instructions: - Insert an SD card - Enable this parameter - Reboot the board (plug the power or send a reboot command) - Wait until the board comes back up (or at least 2 minutes) - If it does not come back, check the file bootlog.txt on the SD card",,0
SYS_CAL_ACCEL,"0 : Set to 0 to do nothing 1 : Set to 1 to start a calibration at next boot This parameter is reset to zero when the temperature calibration starts. default (0, no calibration)",0 1,0
SYS_CAL_BARO,"0 : Set to 0 to do nothing 1 : Set to 1 to start a calibration at next boot This parameter is reset to zero when the temperature calibration starts. default (0, no calibration)",0 1,0
SYS_CAL_GYRO,"0 : Set to 0 to do nothing 1 : Set to 1 to start a calibration at next boot This parameter is reset to zero when the temperature calibration starts. default (0, no calibration)",0 1,0
SYS_CAL_TDEL,"A temperature increase greater than this value is required during calibration. Calibration will complete for each sensor when the temperature increase above the starting temeprature exceeds the value set by SYS_CAL_TDEL. If the temperature rise is insufficient, the calibration will continue indefinitely and the board will need to be repowered to exit.",min:10,24
SYS_CAL_TMAX,Temperature calibration will not start if the temperature of any sensor is higher than the value set by SYS_CAL_TMAX.,,10
SYS_CAL_TMIN,Temperature calibration for each sensor will ignore data if the temperature is lower than the value set by SYS_CAL_TMIN.,,5
SYS_CTRL_ALLOC,"If disabled, the existing mixing implementation is used. If enabled, dynamic control allocation with runtime configuration of the mixing and output functions is used. Note: this is work-in-progress and not all vehicle types are supported yet.",,0
SYS_DM_BACKEND,Dataman storage backend,,0
SYS_FAC_CAL_MODE,"If enabled, future sensor calibrations will be stored to /fs/mtd_caldata. Note: this is only supported on boards with a separate calibration storage /fs/mtd_caldata.",,0
SYS_FAILURE_EN,If enabled allows MAVLink INJECT_FAILURE commands. WARNING: the failures can easily cause crashes and are to be used with caution!,,0
SYS_HAS_BARO,"Disable this if the board has no barometer, such as some of the Omnibus F4 SD variants. If disabled, the preflight checks will not check for the presence of a barometer.",,1
SYS_HAS_GPS,"Disable this if the system has no GPS. If disabled, the sensors hub will not process sensor_gps, and GPS will not be available for the rest of the system.",,1
SYS_HAS_MAG,"Disable this if the board has no magnetometer, such as the Omnibus F4 SD. If disabled, the preflight checks will not check for the presence of a magnetometer.",,1
SYS_HAS_NUM_DIST,"If set to the number of distance sensors, the preflight check will check for their presence and valid data publication. Disable with 0 if no distance sensor present or to disbale the preflight check.",0 4,0
SYS_HITL,"While enabled the system will boot in Hardware-In-The-Loop (HITL) or Simulation-In-Hardware (SIH) mode and not enable all sensors and checks. When disabled the same vehicle can be flown normally. Set to 'external HITL', if the system should perform as if it were a real vehicle (the only difference to a real system is then only the parameter value, which can be used for log analysis).",,0
SYS_MC_EST_GROUP,Set the group of estimators used for multicopters and VTOLs,,2
SYS_RGB_MAXBRT,"Set to 0 to disable, 1 for maximum brightness",,1.
SYS_STCK_EN,Enable stack checking,,1
TEST_1,TEST_1,,2
TEST_2,TEST_2,,4
TEST_3,TEST_3,,5.0
TEST_D,TEST_D,,0.01
TEST_DEV,TEST_DEV,,2.0
TEST_D_LP,TEST_D_LP,,10.0
TEST_HP,TEST_HP,,10.0
TEST_I,TEST_I,,0.1
TEST_I_MAX,TEST_I_MAX,,1.0
TEST_LP,TEST_LP,,10.0
TEST_MAX,TEST_MAX,,1.0
TEST_MEAN,TEST_MEAN,,1.0
TEST_MIN,TEST_MIN,,-1.0
TEST_P,TEST_P,,0.2
TEST_PARAMS,TEST_PARAMS,,12345678
TEST_RC2_X,TEST_RC2_X,,16
TEST_RC_X,TEST_RC_X,,8
TEST_TRIM,TEST_TRIM,,0.5
TC_A0_ID,ID of Accelerometer that the calibration is for,,0
TC_A0_TMAX,Accelerometer calibration maximum temperature,,100.0
TC_A0_TMIN,Accelerometer calibration minimum temperature,,0.0
TC_A0_TREF,Accelerometer calibration reference temperature,,25.0
TC_A0_X0_0,Accelerometer offset temperature ^0 polynomial coefficient - X axis,,0.0
TC_A0_X0_1,Accelerometer offset temperature ^0 polynomial coefficient - Y axis,,0.0
TC_A0_X0_2,Accelerometer offset temperature ^0 polynomial coefficient - Z axis,,0.0
TC_A0_X1_0,Accelerometer offset temperature ^1 polynomial coefficient - X axis,,0.0
TC_A0_X1_1,Accelerometer offset temperature ^1 polynomial coefficient - Y axis,,0.0
TC_A0_X1_2,Accelerometer offset temperature ^1 polynomial coefficient - Z axis,,0.0
TC_A0_X2_0,Accelerometer offset temperature ^2 polynomial coefficient - X axis,,0.0
TC_A0_X2_1,Accelerometer offset temperature ^2 polynomial coefficient - Y axis,,0.0
TC_A0_X2_2,Accelerometer offset temperature ^2 polynomial coefficient - Z axis,,0.0
TC_A0_X3_0,Accelerometer offset temperature ^3 polynomial coefficient - X axis,,0.0
TC_A0_X3_1,Accelerometer offset temperature ^3 polynomial coefficient - Y axis,,0.0
TC_A0_X3_2,Accelerometer offset temperature ^3 polynomial coefficient - Z axis,,0.0
